用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
多云大大i,保密,主要猫会鬼探头，我路上开着好好的，突然从旁边的灌木丛里飞出来，根本来不及反应。还好没触发我的行人保护，要不然就得损伤万把块[辣眼睛],,1级评论,6,1,2025-03-29 08:20:13
偷懒的小蜜蜂,保密,我这里都是土拨鼠饼，冬天冻的梆硬,,1级评论,6,1,2025-03-29 07:56:48
微笑VOV,保密,见过猫饼，蛙饼，鼠饼，刺猬饼，蛙饼夏季雨天特别多，我压过的没有一百个也有八十个了。,,1级评论,5,1,2025-03-29 07:40:09
神乐植树,保密,"高速路上很多被压扁的猫尸体
而且有几个已经和高速路贴合
我估计要用铲子才可以把那橘猫的尸体铲下来",,1级评论,6,1,2025-03-29 05:08:33
当晚风吹过小巷,女,狗太耐撞了，之前撞到一只黑的大狗，它死没死我不知道，我只知道我车前面直接瘪了一块😞,,1级评论,5,1,2025-03-29 04:10:54
您已被占用,保密,学校一个人被货车撞死了（学校在环城路，经常有货车过），头一次知道人可以扁成这样，没有全扁，部分扁，警察当场盖的白布[灵魂出窍]。,,1级评论,5,1,2025-03-29 03:35:28
酷谈生,保密,我们广东最多的就是鼠片了[笑哭],,1级评论,6,1,2025-03-29 02:31:50
一根正常的棍子,男,村间的水泥路上既有猫饼，又有鼠片，还有辣条干[doge_金箍],,1级评论,5,1,2025-03-29 02:26:25
无敌上忍守门员,男,转载其他视频弹幕：世界破破烂烂，小猫缝缝补补,,1级评论,5,1,2025-03-29 01:34:02
虾瞎,男,我的学长已经变成猫饼了[灵魂出窍],,1级评论,6,1,2025-03-29 00:55:08
到码头整点福瑞,保密,马路破破烂烂，小猫缝缝补补,,1级评论,4,1,2025-03-29 00:47:32
葛伍,男,因为我真的撞死过，其实我也不知道有没有死，但是真的撞到了猫，我开的也不快，而且我老远就看到他了，趴着路边，主要是这个猫，专门挑我车离得近的时候穿出去，我一点反应都没有，直接撞上去，撞完后一路上心情就没好过,,1级评论,6,1,2025-03-29 00:40:03
偏要继续睡觉,保密,狗的脑子都比猫大不少啊[doge],,1级评论,5,1,2025-03-28 23:47:57
一盆鲸鱼,男,上班二十分钟乡村柏油路，总能捡到撞死的猫，扔下马路，扭头走不敢看。一摊肉，还不是特别稀碎，心疼！也见过很多猫饼，爱莫能助，抠起来太…[呆],,1级评论,6,1,2025-03-28 23:30:12
爱莉希雅゚゚゙゚゚,保密,我上班的地方是乡下，而且也经常过大货车，真的有狗饼，但是不可能完全压完都是拦腰压断。猫反倒比较少，鼠饼最多,,1级评论,6,1,2025-03-28 23:25:52
时长俩年半c,保密,我们这边路上猫狗的比例差不多，偶尔还有狐狸,,1级评论,5,1,2025-03-28 22:50:05
--风云--,男,这里面没有任何一句话有数据统计，我见过最多的饼是各种小动物，而不是猫，比如鸟类蛇，青蛙什么的,,1级评论,6,1,2025-03-28 21:08:46
玄霄喵喵喵喵,保密,一想到猫看到车的第一反应是对着轮胎哈气我就想笑,,1级评论,6,1,2025-03-28 21:08:34
句泡沫,保密,年三十下午开车回家亲眼目睹右前车撞到一只大橘，年初一下午返程看到那多了一摊橘猫酱[灵魂出窍],,1级评论,6,1,2025-03-28 19:07:22
航班放行正常,保密,"上学的时候喜欢猫，年纪越大越喜欢狗了[笑哭]
和不聪明的玩意交流真的费劲",,1级评论,6,1,2025-03-28 19:02:17
星星萌者,男,只要在路上跑多了，就能看到各种饼，甚至有人饼,,1级评论,6,1,2025-03-28 18:08:02
只因只因国王,保密,下午去工地的时候，路边还有三条流浪狗，然后下班回来了之后，其中一条就已经变二维[微笑],,1级评论,6,1,2025-03-28 16:48:30
こみや莉緒_komiyario,女,简单说就是笨所以死了,,1级评论,6,1,2025-03-28 16:02:59
莺璃Come,女,根据网友的发言也可大致看出其所在城市的养猫养狗的情况,,1级评论,6,1,2025-03-28 15:04:32
我無法对和纱说谎,保密,智商不够，本能来凑[千恋万花表情包_ok],,1级评论,5,1,2025-03-28 11:04:17
小叮做事小叮铛-,男,喜欢狭小空间，害怕大声音，然后就会听到发动机声音→往车底钻[笑哭],,1级评论,6,1,2025-03-28 10:39:08
小叮做事小叮铛-,男,喜欢狭小空间，害怕大声音，然后就会听到发动机声音→往车底钻[笑哭],,1级评论,6,1,2025-03-28 10:39:08
我永远喜欢春日野穹,男,因为猫的复杂学习能力很弱，在路旁小区的猫也不少，会不会被车压死是生来的习惯决定的，如果都会被压死那流浪猫根本不会存在,,1级评论,6,1,2025-03-28 10:09:50
扇舞叶落,男,有次在限速80的国道上我开70左右，前面窜出条大黑狗，赶紧一脚急刹稍稍打了一点方向，然后就在后视镜里看到他跑了，这家伙反应还是快的，知道躲车子，如果它不躲那一下它就没了,,1级评论,6,1,2025-03-28 00:12:52
莫要失望,男,马路坑坑洼洼 小猫缝缝补补,,1级评论,6,1,2025-03-26 22:50:41
射命丸-文,男,"唯一一种按喇叭会冲着车来的，之前差点就摊猫饼了
好在没碾到",,1级评论,6,1,2025-03-26 20:56:27
秋晓桃,保密,@秋晓轩_ @秋晓晔 猫猫好笨,,1级评论,6,1,2025-03-26 12:28:57
152神教,保密,若智物种,,1级评论,6,1,2025-03-26 09:18:43
一本正经的猫猫,男,还有一件事，狗饼一般太大了会被清理到路边,,1级评论,6,1,2025-03-26 08:43:35
䨟艭,男,其实更多的就是，车速快然后猫躲在旁边车下面突然窜出来你根本就没法反应，然后就碾死了或者直接残了,,1级评论,6,1,2025-03-25 23:16:20
11699880586_bili,保密,我开车时还碰到过猫突然从车头半米不到加速冲的，虽然我的车速不快也下意识踩了刹车。但还是从身上压过去了，只能说这样的动物它不成饼谁成饼。,,1级评论,6,1,2025-03-25 22:36:26
阿拉索联军,男,我以前捡过流浪猫狗来养，猫需要偷袭，持久战来抓，狗只需要嘬嘬嘬。,,1级评论,6,1,2025-03-25 21:17:22
蒜苗超可爱,女,狗子聪明[笑哭],,1级评论,6,1,2025-03-25 19:57:04
Bedman1337,男,狗确实知道走斑马线等红绿灯，有些人都不如它[doge],,1级评论,5,1,2025-03-25 18:11:46
中极乐净土毒太深,男,carpet ：n.地毯[吃瓜],,1级评论,6,1,2025-03-24 19:31:43
承担我的罪孽,男,🐶聪明，🐱蠢,,1级评论,5,2,2025-04-28 23:34:25
江鲤的鲤,男,猫是半驯化动物，为什么是半驯化，因为它的智商不支持完全驯化。,,1级评论,5,2,2025-03-28 17:41:55
御宅理论及其周边,保密,狗比猫聪明多了，狗知道过马路看车，而且体型普遍偏大，司机也容易注意到。,,1级评论,6,2,2025-03-26 00:23:45
肥杏仁儿,保密,哈哈哈有没有想过狗肉是可以吃的所以没有狗饼,,1级评论,6,2,2025-03-29 12:12:05
曾经沧海难为水-_-,男,人机,肥杏仁儿,2级评论,5,5,2025-03-30 08:56:12
瞌睡呼,保密,去捡🐶饼路上被半挂压成人饼对吗？[喜极而泣],肥杏仁儿,2级评论,5,4,2025-03-30 12:28:38
终结哥,保密,我就压过🐶饼,,1级评论,6,2,2025-03-20 21:48:57
极恶贝利业,男,哈基米只是在马路上睡着了而已,,1级评论,5,1,2025-04-06 03:41:18
过程疯,保密,我前两天才看见个狗饼，额，狗团？[藏狐]猫饼确实见过两个了，大概是因为这边更多人养的狗,,1级评论,6,1,2025-03-29 23:14:38
爷傲ン奈我何,男,我们这边野猫特别多，尤其在学校附近车流量多，猫🫓也多[喜极而泣],过程疯,2级评论,6,0,2025-03-30 03:49:06
ニューヨーク風,男,世界破破烂烂，小猫缝缝补补[星星眼],,1级评论,5,1,2025-03-29 06:46:51
古月真彦,男,马路坑坑洼洼，小猫填填补补,ニューヨーク風,2级评论,6,0,2025-03-29 06:49:14
赛博佛祖,女,狗知道车对着它按喇叭是让它快滚，而猫只会对着车哈气,,1级评论,5,1,2025-03-29 00:45:55
敬礼的小柴,男,"以前狗饼也多得很，虽然也是比猫少，但那是因为大部分狗体型大，被碾了还能挣扎着跑到角落里死。
现在则是城市化越来厉害，对人的保护也越来越严格，像狗这种数量一多就会群聚并且恢复野性咬小孩老人的，都被抓狗队抓去打死了。
十几年前我家小区多得是狗，还经常威胁到人，但警察也不管，咬一次才抓一次，但现在严格了，路上根本看不到流浪狗，早被打死了",,1级评论,6,1,2025-03-28 22:14:51
不爱洗澡的小凯迪,男,你车不过来它还不过马路  你车过来了它拼命的蹿出来过马路  然后被撞飞或是碾死，我开车5年 撞飞过好几只猫了，但只碰到过两次狗 都是因为狗狗在路上打闹没看车 但我都是快刹停了轻轻的碰到一下给它个记性， 狗没受伤。猫从路边窜出来是真的来不及刹车,,1级评论,6,1,2025-03-26 11:29:03
Skyghost-,男,别把哈吉汪说的太好，之前开车遇到好几回，咪咪因为体型小可以直接压过去，汪撞上了基本两败俱伤[笑哭],,1级评论,6,1,2025-04-04 11:43:14
冰之狼柠檬,保密,猫也有聪明的，我家母猫是捡来的就会左右看车过马路，后来下崽了留了一只，小猫跟着大猫也学会了左右看过马路[妙啊],,1级评论,6,1,2025-03-29 20:03:07
攻略白金组,男,猫脑内存一共5mb，吃睡哈占3mb，剩下2mb每15秒自动清除数据,,1级评论,5,1,2025-03-29 08:03:15
网名并非一成不变,保密,有猫饼的哈基米饼[doge],,1级评论,3,1,2025-03-29 02:14:40
55付费,男,这就是事实，别狡辩了,,1级评论,5,1,2025-03-28 20:57:49
别再叫我椰羊,保密,哈基米即使拼劲全力也要和赛博坦人战斗吗  哈基米 你这家伙…..,,1级评论,6,1,2025-03-28 19:08:59
梦镜术士,保密,长这么大猫饼每年都能看到不小十次，城里流浪猫太多了，狗饼也见过，但见过的次数估计都没十次，原因简单，狗子大多有家，群聚一般都在主人家里爬窝，乡下的狗可能会撒泼出去组团浪，但农村车流量少，狗子玩的地方一般也是在田野，大城里流浪狗会被管制。,,1级评论,2,1,2025-03-28 18:56:48
骚博削个椰子皮,男,还是要辩证的看待，猫猫只是不适应城市环境[脱单doge]人类也有适应不了的环境，比方说黑夜，猫猫在黑夜中能看清东西，它们在黑夜中看到大蟑螂飞过来会一巴掌扇飞它，而不是像人类一样应激,,1级评论,6,1,2025-03-26 02:09:15
柠c凉,保密,猫过马路从来都是闭着眼睛瞎冲，过去了就是过去了，没过去就是被撞似了[笑哭],,1级评论,5,1,2025-03-29 16:52:18
老猫是老猫,保密,我基本都是故意压的，前两天儿开车把一个小孩儿的猫压死了，我直接跑了，那个小孩儿他家里人也没找我,,1级评论,5,2,2025-03-28 20:49:08
chiang-kai-shenk,保密,而你我的朋友你才是真的出生,老猫是老猫,2级评论,3,3,2025-03-28 22:05:20
chiang-kai-shenk,保密,回复 @我要成为卡比兽 :他这是说的故意压死的 谁知道他到底说的是什么情况,老猫是老猫,2级评论,3,0,2025-03-29 08:53:04
Hateness_,女,為什麼都見過[哦呼]我這的貓都知道白天不走馬路，要走就在路邊走，晚上車少才會竄過去，狗都會過馬路，除了見過一只鳥生病飛不起來被車碾了，根本沒見過小動物被車撞死,,1级评论,4,0,2025-05-11 17:15:03
洗头鸦,保密,骑电动车上班一只猫突然窜车底下，直接变猫饼崩车底都是血害我还要去洗车[辣眼睛],,1级评论,4,0,2025-05-11 16:36:37
今宵不问天,男,猫猫没有去猫星，只是被无情的碾压了,,1级评论,6,0,2025-05-11 11:49:13
若即若离亦相惜,保密,狗看到车子大多往后退，猫看到车子大多往前冲过去,,1级评论,5,0,2025-05-06 20:06:18
若即若离亦相惜,保密,狗看到车子大多往后退，猫看到车子大多往前从过去,,1级评论,5,0,2025-05-06 19:48:06
麻辣缩头龟,保密,今天碰到了,,1级评论,4,0,2025-05-05 18:40:58
学化学的肼,男,"car 车
pet 宠物
carpet 地毯",,1级评论,4,0,2025-05-05 12:17:23
你芙安,男,猫被碾，我是屡见不鲜，见到车就好像触及底层代码了，没治了[呆],,1级评论,6,0,2025-05-01 23:08:26
-烧Q-,男,略猫驱,,1级评论,6,0,2025-04-24 08:20:57
112448_,保密,没事，猫的反应是人类的七倍，他自己会走开的,,1级评论,2,0,2025-04-18 16:15:57
起点娘,保密,狗比较大，不容易压成饼,,1级评论,5,0,2025-04-24 13:44:20
发现敌方装甲切,保密,@_Adiuvat_,,1级评论,6,0,2025-04-10 21:49:47
霜月桂花香,保密,就看过一次黑猫能懂得观察过马路,,1级评论,6,0,2025-04-10 12:26:30
晋级成大功,保密,狗体型也大,,1级评论,3,0,2025-04-10 11:19:03
_Dauntless,男,我哥压过一次狗，一条大狗为躲另一辆车往我哥车轮下钻，最后那狗拖着被压的下半身跑了,,1级评论,6,0,2025-04-09 12:57:15
東野澪,保密,貓反七[doge_金箍],,1级评论,5,0,2025-04-09 10:21:13
DIO爷的面包,保密,高速上多的是 前段时间去审车 一路上看到七八个猫饼,,1级评论,6,0,2025-04-07 21:18:03
花瓣翩翩如大雪,保密,讲道理我觉的有一部分是因为体型原因，猫饼在哪就在那儿了，狗饼那么大挡路有人就处理掉了,,1级评论,6,0,2025-04-07 20:36:41
躺______,男,一把把把把把住了,,1级评论,5,0,2025-04-07 15:54:00
_你无敌了_孩子-,保密,我看见的蛙饼比较多,,1级评论,6,0,2025-04-07 15:20:01
love丶丶丶丶丶,保密,基本上看到的都是狗饼,,1级评论,5,0,2025-04-06 17:18:47
雪谷舞雷鸣,男,看野生动物袭击人的视频总是狗冲在前面保护主人，没见过一只猫有这种行为，这种生物灭绝了也没什么影响,,1级评论,6,0,2025-04-17 00:33:16
北工3d打印模型,男,看见过人饼[喜极而泣],,1级评论,4,0,2025-04-06 08:55:56
vnad,保密,我们这还有鼠片呢[doge],,1级评论,5,0,2025-04-05 15:24:22
Die4cig,男,碰到过不下七次，最近的一次是一只黑猫[大哭],,1级评论,6,0,2025-04-05 15:03:19
巽昜,保密,我们村门口那条路就盛产猫饼，蛇条，蛙面，鼠片[笑哭],,1级评论,5,0,2025-04-05 15:02:59
仙人板板-help,男,总结下来还是猫的智商太低了,,1级评论,6,0,2025-04-05 14:00:59
王五WW,女,不止有猫饼，还有薯片（鼠片）[doge],,1级评论,5,0,2025-04-05 13:43:47
咖啡与煚,男,只是体型大容易被撞飞[笑哭],,1级评论,5,0,2025-04-05 11:35:26
煐冰,保密,我目前有生之年，只遇到过一次狗饼，死的还不完整，眼珠子爆在那里，体形没有完全变成饼，是在一处拐弯口，因为是国道，我猜是大货车，应该是快青年的野狗,,1级评论,3,0,2025-04-05 11:07:07
王小宝85,保密,可能是因为狗比较大，一般都是一块一块的吧[无限暖暖_毛线汪汪],,1级评论,5,0,2025-04-05 10:32:34
一代天骄射大喵,男,也有很多鼠饼,,1级评论,6,0,2025-04-05 07:22:56
艾琳酱我是泥的粉丝啊,保密,压过一只🐱饼，我还没有反应来,,1级评论,6,0,2025-04-05 01:06:08
我靠到刀毒,保密,小破站也就靠投这些垃圾视频赚点流量了[喜极而泣]，这种捧吹视频都做的出来也是牛逼，而且还能投流，这小破站这辈子有了,,1级评论,5,0,2025-04-04 19:38:50
とある兄,保密,因为猫放养，所以猫饼比较多，狗的话一般都是在家关笼子或者栓链子，都不上街，哪来的狗饼，即便上街也会被主人快速追回，追回晚了街道办的扑杀队就行动了，当然有的地方人喜欢到处放狗的话，狗饼还是很多的，我们公司在山上，山村里有放狗的，然后附近国道或者工程路上就经常有狗饼,,1级评论,6,0,2025-04-04 19:32:49
好的在操场,男,有狗饼 就是清一色的小狗 大的一般都躺在路边上 还有蛇饼鸡饼 鸟饼,,1级评论,6,0,2025-04-04 19:28:21
雪风号会保护好大家的,保密,我看到过野狗走斑马线过马路，它甚至还会等人多了再一起过[辣眼睛],,1级评论,6,0,2025-04-04 18:56:55
